id,found_at,business_name,phone,phone_type,address,city,niche,rating,reviews_count,website,source_url,has_website,email,source_query,pitch,wa_link,google_search_link,status,created_at,updated_at
94b95fcb-e10f-4655-aa12-f9e8c31609a4,2026-09-01T16:51:45.630901Z,Codeword Rich Living,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Codeword Rich Living ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Codeword%20Rich%20Living%20Mumbai%20phone,ready,2026-09-01T16:51:45.630901Z,2026-09-01T16:51:45.630901Z
e3f0d8f9-f919-4e82-8362-20bcf3d0181b,2026-09-01T16:51:45.630390Z,Soulful Properties,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Soulful Properties ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Soulful%20Properties%20Mumbai%20phone,ready,2026-09-01T16:51:45.630390Z,2026-09-01T16:51:45.630390Z
f28126d4-ecb7-4f7b-88fe-9a440d36b8de,2026-09-01T16:51:45.628389Z,Jadhav Property Consultant,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Jadhav Property Consultant ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Jadhav%20Property%20Consultant%20Mumbai%20phone,ready,2026-09-01T16:51:45.628389Z,2026-09-01T16:51:45.628389Z
90d57a72-e464-46da-86b9-5ad21368f271,2026-09-01T16:51:45.627389Z,Regal Estate Consultants,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Regal Estate Consultants ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Regal%20Estate%20Consultants%20Mumbai%20phone,ready,2026-09-01T16:51:45.627389Z,2026-09-01T16:51:45.627389Z
a435f6a9-4ba4-44e8-82f5-b3f27b34b3e2,2026-09-01T16:51:45.626390Z,Property Anthem,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Property Anthem ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Property%20Anthem%20Mumbai%20phone,ready,2026-09-01T16:51:45.626390Z,2026-09-01T16:51:45.626390Z
deed0ed9-572e-4d6f-8c8e-f963e4ab7552,2026-09-01T16:51:45.625389Z,Castle,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Castle ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Castle%20Mumbai%20phone,ready,2026-09-01T16:51:45.625389Z,2026-09-01T16:51:45.625389Z
5ce5725f-4d92-4ab6-b0ff-e863f3c3e1d0,2026-09-01T16:51:45.623388Z,Royal Estate,,,"Andheri (West), Mumbai",Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Royal Estate ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Royal%20Estate%20Mumbai%20phone,ready,2026-09-01T16:51:45.623388Z,2026-09-01T16:51:45.623388Z
a8b946da-b5b5-4434-9885-d42db97b7c8b,2026-09-01T16:51:45.622271Z,Selections Estate Consultants,,,"Andheri (West), Mumbai",Mumbai,real_estate,,,,,False,selectionsestate53@gmail.com,real estate agency,"Namaste Selections Estate Consultants ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Selections%20Estate%20Consultants%20Mumbai%20phone,ready,2026-09-01T16:51:45.622271Z,2026-09-01T16:51:45.622271Z
ba46d620-678a-4363-a85c-4853ffc01a90,2026-09-01T16:51:45.621117Z,Royal Consultants,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Royal Consultants ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Royal%20Consultants%20Mumbai%20phone,ready,2026-09-01T16:51:45.621117Z,2026-09-01T16:51:45.621117Z
7c949dce-568d-48a5-b16e-c4446563f264,2026-09-01T16:51:45.619090Z,Delta Realtors,,,"Shop No.9, Eco - Home CHS Ltd, Ajit Glass Road, Goregaon (W), Mumbai - 400104",Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Delta Realtors ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Delta%20Realtors%20Mumbai%20phone,ready,2026-09-01T16:51:45.620093Z,2026-09-01T16:51:45.620093Z
21f1de20-b125-4bf5-94ad-6c5839f8503b,2026-09-01T16:51:45.618092Z,Amin Estate Agency and Consultancy,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Amin Estate Agency and Consultancy ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Amin%20Estate%20Agency%20and%20Consultancy%20Mumbai%20phone,ready,2026-09-01T16:51:45.618092Z,2026-09-01T16:51:45.618092Z
bc85cf48-a058-452c-9dca-04ecc91bb77e,2026-09-01T16:51:42.573712Z,ASTRAVANT REALTY,+919137930628,mobile,"309, CRYSTAL PLAZA OPPOSITE INFINITI MALL, ANDHERI LINK ROAD (W), Mumbai",Mumbai,real_estate,,,www.astravantrealty.com,,True,,real estate agency,"Namaste ASTRAVANT REALTY ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",https://wa.me/919137930628?text=Namaste%20ASTRAVANT%20REALTY%20ji%20%F0%9F%99%8F%20Main%20Sumit%2C%20LeadGen%20AI%20se.%20Real%20Estate%20business%20me%20site-visit%20tak%20pahunchne%20wale%20serious%20buyers%20dhundna%20mushkil%20hai%20%E2%80%94%20hamara%20AI%20voice%20agent%20aapke%20liye%20interested%20customers%20ko%20khud%20call%20karke%20QUALIFIED%20leads%20laata%20hai.%20Shuruat%20me%2010%20leads%20bilkul%20FREE.%202-min%20live%20demo%20yahan%20suniye%3A%20leadsgenai.in/app/test-call,,ready,2026-09-01T16:51:44.308432Z,2026-09-01T16:51:44.308432Z
68dc870f-2de2-4449-8e7e-574c3ee060f4,2026-09-01T16:45:03.833745Z,A. M. Kenia Estate Agency,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste A. M. Kenia Estate Agency ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=A.%20M.%20Kenia%20Estate%20Agency%20Mumbai%20phone,ready,2026-09-01T16:45:03.833745Z,2026-09-01T16:45:03.833745Z
d9ed0c31-8bc9-4b81-8d68-47e14c739f42,2026-09-01T16:45:03.831570Z,Gharkul Developers,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Gharkul Developers ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Gharkul%20Developers%20Mumbai%20phone,ready,2026-09-01T16:45:03.831570Z,2026-09-01T16:45:03.831570Z
4d2ce90f-fec4-4184-8d49-234132ca0d8e,2026-09-01T16:45:03.830437Z,Goodluck Properties,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Goodluck Properties ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Goodluck%20Properties%20Mumbai%20phone,ready,2026-09-01T16:45:03.830437Z,2026-09-01T16:45:03.830437Z
96951eca-3c83-4c9b-8b1c-aca75443e94e,2026-09-01T16:45:00.126220Z,Khanna Estate Agency,,,Mumbai,Mumbai,real_estate,,,,,False,,real estate agency,"Namaste Khanna Estate Agency ji 🙏 Main Sumit, LeadGen AI se. Real Estate business me site-visit tak pahunchne wale serious buyers dhundna mushkil hai — hamara AI voice agent aapke liye interested customers ko khud call karke QUALIFIED leads laata hai. Shuruat me 10 leads bilkul FREE. 2-min live demo yahan suniye: leadsgenai.in/app/test-call",,https://www.google.com/search?q=Khanna%20Estate%20Agency%20Mumbai%20phone,ready,2026-09-01T16:45:00.126220Z,2026-09-01T16:45:00.126220Z
